Transaction ID,Date,Time,Issue Type,Description,Amount,Sender UPI ID,Receiver UPI ID,Bank (Sender),Bank (Receiver),Resolution
TXN553919,2024-05-12,15:28:24,Server Error,Technical issue on UPI server side,1170.11,@user1957,@user7081,State Bank of India,HDFC Bank,Transaction on hold - contact bank
TXN162252,2024-06-27,03:03:03,Invalid UPI ID,Entered incorrect receiver UPI ID,384.51,@user3797,@user6217,HDFC Bank,Axis Bank,Transaction failed
TXN472842,2024-09-04,07:39:26,Daily Limit Reached,Sender has exceeded daily transaction limit,4640.35,@user4705,@user2653,SBI,SBI,Transaction declined - reduce amount or try next day
TXN889323,2024-07-08,07:05:03,Transaction Timed Out,Transaction exceeded the time limit,3742.43,@user3009,@user5755,Yes Bank,HDFC Bank,Transaction pending - retry later
TXN873984,2024-09-23,17:05:36,Invalid UPI ID,Entered incorrect receiver UPI ID,672.38,@user6874,@user5732,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN152944,2024-07-06,22:52:57,Insufficient Funds,Sender account balance is insufficient,2305.93,@user3730,@user3828,HDFC Bank,State Bank of India,Transaction declined
TXN553915,2024-06-03,15:52:29,Server Error,Technical issue on UPI server side,1471.98,@user2582,@user2408,SBI,State Bank of India,Transaction on hold - contact bank
TXN986604,2024-12-24,07:33:49,Beneficiary Not Found,Receiver UPI ID is not registered,2701.0,@user9389,@user2070,SBI,Kotak Mahindra Bank,Transaction failed
TXN923829,2024-08-25,18:44:04,Beneficiary Not Found,Receiver UPI ID is not registered,4870.3,@user6213,@user4018,Bank of Baroda,Axis Bank,Transaction failed
TXN913952,2024-01-22,07:57:06,Daily Limit Reached,Sender has exceeded daily transaction limit,4898.42,@user5190,@user2201,HDFC Bank,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN971701,2024-09-04,17:52:33,Invalid UPI ID,Entered incorrect receiver UPI ID,3705.63,@user2919,@user8511,Yes Bank,Kotak Mahindra Bank,Transaction failed
TXN622101,2024-02-21,14:38:50,Beneficiary Not Found,Receiver UPI ID is not registered,1298.68,@user6546,@user2249,Kotak Mahindra Bank,SBI,Transaction failed
TXN313446,2024-06-21,10:57:59,Incorrect MPIN,Invalid MPIN entered by the sender,803.5,@user4785,@user4010,SBI,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN236096,2024-06-07,05:18:09,Server Error,Technical issue on UPI server side,4667.1,@user3107,@user1801,Yes Bank,State Bank of India,Transaction on hold - contact bank
TXN520091,2024-09-14,00:03:33,Incorrect MPIN,Invalid MPIN entered by the sender,220.89,@user1339,@user4116,State Bank of India,ICICI Bank,Transaction failed - incorrect MPIN
TXN676690,2024-07-30,20:08:00,Server Error,Technical issue on UPI server side,3385.58,@user5834,@user2244,Bank of Baroda,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN235100,2024-09-04,02:35:34,Transaction Timed Out,Transaction exceeded the time limit,691.36,@user3763,@user8761,Yes Bank,SBI,Transaction pending - retry later
TXN264275,2024-07-09,18:57:18,Invalid UPI ID,Entered incorrect receiver UPI ID,4398.94,@user9462,@user9751,HDFC Bank,Yes Bank,Transaction failed
TXN708913,2024-06-13,07:14:30,Insufficient Funds,Sender account balance is insufficient,4356.82,@user5923,@user2792,ICICI Bank,Bank of Baroda,Transaction declined
TXN543383,2024-06-20,07:01:44,Invalid UPI ID,Entered incorrect receiver UPI ID,1849.0,@user4577,@user4913,Kotak Mahindra Bank,Kotak Mahindra Bank,Transaction failed
TXN350573,2024-09-29,19:59:42,Network Error,Connectivity issue during transaction,1132.01,@user4536,@user5103,ICICI Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN987440,2024-02-28,12:48:31,Network Error,Connectivity issue during transaction,1420.39,@user1739,@user8196,Yes Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN150269,2024-10-15,15:28:29,Transaction Timed Out,Transaction exceeded the time limit,3931.38,@user9000,@user3026,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN234080,2024-08-22,05:17:16,Insufficient Funds,Sender account balance is insufficient,392.43,@user3591,@user7218,Axis Bank,HDFC Bank,Transaction declined
TXN118865,2024-09-04,07:25:53,Incorrect MPIN,Invalid MPIN entered by the sender,4120.21,@user5905,@user7832,SBI,Bank of Baroda,Transaction failed - incorrect MPIN
TXN605795,2024-04-20,21:23:43,Beneficiary Not Found,Receiver UPI ID is not registered,4793.08,@user3206,@user9041,State Bank of India,Bank of Baroda,Transaction failed
TXN225671,2024-05-27,03:46:28,Insufficient Funds,Sender account balance is insufficient,2139.22,@user2623,@user4911,Axis Bank,Kotak Mahindra Bank,Transaction declined
TXN738456,2024-11-02,12:38:03,Transaction Timed Out,Transaction exceeded the time limit,4173.39,@user1352,@user3090,Kotak Mahindra Bank,Axis Bank,Transaction pending - retry later
TXN812433,2024-05-11,19:32:50,Beneficiary Not Found,Receiver UPI ID is not registered,2217.6,@user6292,@user1368,Yes Bank,HDFC Bank,Transaction failed
TXN211071,2024-11-12,17:24:53,Server Error,Technical issue on UPI server side,2633.58,@user4765,@user3739,HDFC Bank,HDFC Bank,Transaction on hold - contact bank
TXN187540,2024-10-30,02:25:18,Beneficiary Not Found,Receiver UPI ID is not registered,2174.41,@user9138,@user7449,Axis Bank,Axis Bank,Transaction failed
TXN362807,2024-01-13,10:55:52,Beneficiary Not Found,Receiver UPI ID is not registered,840.03,@user3462,@user1579,Axis Bank,Bank of Baroda,Transaction failed
TXN353406,2024-04-07,17:01:12,Server Error,Technical issue on UPI server side,1322.3,@user5966,@user3600,Bank of Baroda,Kotak Mahindra Bank,Transaction on hold - contact bank
TXN934486,2024-11-14,12:09:48,Transaction Timed Out,Transaction exceeded the time limit,2585.86,@user4567,@user2812,Yes Bank,Yes Bank,Transaction pending - retry later
TXN931542,2024-11-06,23:11:16,Incorrect MPIN,Invalid MPIN entered by the sender,4069.08,@user9492,@user7669,State Bank of India,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN641748,2024-09-11,23:31:29,Beneficiary Not Found,Receiver UPI ID is not registered,4330.78,@user9815,@user9211,Kotak Mahindra Bank,HDFC Bank,Transaction failed
TXN459431,2024-02-28,02:52:02,Server Error,Technical issue on UPI server side,4015.83,@user6371,@user9455,Bank of Baroda,Yes Bank,Transaction on hold - contact bank
TXN905257,2024-08-24,18:52:09,Server Error,Technical issue on UPI server side,4148.81,@user1554,@user1285,Yes Bank,Yes Bank,Transaction on hold - contact bank
TXN104455,2024-12-02,11:45:17,Invalid UPI ID,Entered incorrect receiver UPI ID,4504.18,@user6985,@user8342,Yes Bank,Axis Bank,Transaction failed
TXN604934,2024-10-14,20:06:07,Server Error,Technical issue on UPI server side,2719.43,@user3805,@user3284,Axis Bank,Axis Bank,Transaction on hold - contact bank
TXN132003,2024-08-10,04:37:08,Incorrect MPIN,Invalid MPIN entered by the sender,2427.11,@user9841,@user3978,SBI,Yes Bank,Transaction failed - incorrect MPIN
TXN761703,2024-08-16,01:28:18,Invalid UPI ID,Entered incorrect receiver UPI ID,3909.49,@user9657,@user2214,SBI,Kotak Mahindra Bank,Transaction failed
TXN130723,2024-07-08,17:20:47,Incorrect MPIN,Invalid MPIN entered by the sender,672.39,@user6038,@user6125,Axis Bank,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN211492,2024-05-04,20:04:29,Transaction Timed Out,Transaction exceeded the time limit,3399.07,@user1608,@user6121,ICICI Bank,HDFC Bank,Transaction pending - retry later
TXN954308,2024-12-14,03:52:34,Incorrect MPIN,Invalid MPIN entered by the sender,1915.06,@user3929,@user1210,ICICI Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN204432,2024-02-10,20:20:07,Network Error,Connectivity issue during transaction,3882.3,@user3113,@user7265,Axis Bank,Yes Bank,Transaction pending - retry later
TXN472096,2024-10-13,03:27:12,Incorrect MPIN,Invalid MPIN entered by the sender,261.0,@user4691,@user3414,HDFC Bank,ICICI Bank,Transaction failed - incorrect MPIN
TXN373913,2024-03-05,06:22:19,Invalid UPI ID,Entered incorrect receiver UPI ID,3205.88,@user2112,@user5405,Yes Bank,State Bank of India,Transaction failed
TXN718093,2024-02-22,09:16:29,Incorrect MPIN,Invalid MPIN entered by the sender,1090.52,@user1214,@user6187,SBI,Kotak Mahindra Bank,Transaction failed - incorrect MPIN
TXN168258,2024-12-03,07:14:08,Daily Limit Reached,Sender has exceeded daily transaction limit,1343.26,@user5644,@user2798,State Bank of India,HDFC Bank,Transaction declined - reduce amount or try next day
TXN547901,2024-02-18,09:33:11,Invalid UPI ID,Entered incorrect receiver UPI ID,608.92,@user9792,@user6959,Yes Bank,Bank of Baroda,Transaction failed
TXN913602,2024-05-12,06:58:19,Server Error,Technical issue on UPI server side,2126.41,@user7073,@user9115,State Bank of India,HDFC Bank,Transaction on hold - contact bank
TXN876834,2024-11-10,12:09:56,Server Error,Technical issue on UPI server side,4482.69,@user5813,@user7182,Yes Bank,HDFC Bank,Transaction on hold - contact bank
TXN177991,2024-12-27,04:40:06,Insufficient Funds,Sender account balance is insufficient,3317.5,@user7547,@user4837,ICICI Bank,Kotak Mahindra Bank,Transaction declined
TXN814132,2024-03-25,15:30:57,Daily Limit Reached,Sender has exceeded daily transaction limit,3365.14,@user2543,@user1098,Bank of Baroda,HDFC Bank,Transaction declined - reduce amount or try next day
TXN418880,2024-03-03,06:11:45,Transaction Timed Out,Transaction exceeded the time limit,3946.37,@user8070,@user8673,HDFC Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN990954,2024-07-18,02:17:43,Incorrect MPIN,Invalid MPIN entered by the sender,3051.93,@user2724,@user1725,State Bank of India,Axis Bank,Transaction failed - incorrect MPIN
TXN291408,2024-10-24,17:14:49,Network Error,Connectivity issue during transaction,124.87,@user6602,@user2992,ICICI Bank,HDFC Bank,Transaction pending - retry later
TXN333218,2024-09-06,23:46:11,Beneficiary Not Found,Receiver UPI ID is not registered,1373.99,@user3081,@user5592,Kotak Mahindra Bank,Axis Bank,Transaction failed
TXN401041,2024-11-19,02:36:33,Beneficiary Not Found,Receiver UPI ID is not registered,4593.39,@user4591,@user8064,HDFC Bank,SBI,Transaction failed
TXN768566,2024-06-14,05:53:54,Network Error,Connectivity issue during transaction,3251.45,@user3954,@user2808,HDFC Bank,Yes Bank,Transaction pending - retry later
TXN255830,2024-11-03,02:57:31,Network Error,Connectivity issue during transaction,1476.57,@user4564,@user5937,Kotak Mahindra Bank,SBI,Transaction pending - retry later
TXN875572,2024-08-05,17:40:29,Incorrect MPIN,Invalid MPIN entered by the sender,3133.67,@user3309,@user8639,HDFC Bank,Yes Bank,Transaction failed - incorrect MPIN
TXN305733,2024-12-27,14:37:08,Daily Limit Reached,Sender has exceeded daily transaction limit,4630.33,@user3033,@user4573,SBI,Yes Bank,Transaction declined - reduce amount or try next day
TXN671998,2024-09-12,17:08:09,Server Error,Technical issue on UPI server side,1783.43,@user5640,@user3305,HDFC Bank,Yes Bank,Transaction on hold - contact bank
TXN957458,2024-05-27,09:26:49,Invalid UPI ID,Entered incorrect receiver UPI ID,3226.0,@user2268,@user2307,HDFC Bank,Axis Bank,Transaction failed
TXN360711,2024-06-27,00:11:05,Daily Limit Reached,Sender has exceeded daily transaction limit,1737.9,@user3235,@user5943,Bank of Baroda,State Bank of India,Transaction declined - reduce amount or try next day
TXN283167,2024-08-26,20:14:42,Network Error,Connectivity issue during transaction,2263.77,@user9150,@user1491,Yes Bank,Kotak Mahindra Bank,Transaction pending - retry later
TXN285830,2024-01-13,17:47:03,Server Error,Technical issue on UPI server side,3209.75,@user3308,@user9464,SBI,ICICI Bank,Transaction on hold - contact bank
TXN119970,2024-06-08,00:13:46,Insufficient Funds,Sender account balance is insufficient,1942.04,@user5066,@user4168,HDFC Bank,ICICI Bank,Transaction declined
TXN904600,2024-03-03,13:43:37,Insufficient Funds,Sender account balance is insufficient,1078.83,@user9390,@user9683,Bank of Baroda,HDFC Bank,Transaction declined
TXN295955,2024-01-17,16:33:17,Incorrect MPIN,Invalid MPIN entered by the sender,2497.23,@user5683,@user9087,State Bank of India,Yes Bank,Transaction failed - incorrect MPIN
TXN562214,2024-01-12,00:00:24,Network Error,Connectivity issue during transaction,3487.14,@user3863,@user8346,HDFC Bank,SBI,Transaction pending - retry later
TXN445971,2024-11-22,04:00:59,Invalid UPI ID,Entered incorrect receiver UPI ID,2078.51,@user5229,@user2262,HDFC Bank,Yes Bank,Transaction failed
TXN613523,2024-11-19,20:59:57,Transaction Timed Out,Transaction exceeded the time limit,1652.94,@user5973,@user1953,Bank of Baroda,HDFC Bank,Transaction pending - retry later
TXN186647,2024-10-09,01:39:24,Transaction Timed Out,Transaction exceeded the time limit,2967.4,@user5456,@user6971,HDFC Bank,Yes Bank,Transaction pending - retry later
TXN633289,2024-12-05,08:41:15,Beneficiary Not Found,Receiver UPI ID is not registered,4232.91,@user4129,@user2694,State Bank of India,Axis Bank,Transaction failed
TXN174757,2024-12-25,21:12:01,Server Error,Technical issue on UPI server side,1604.27,@user8151,@user7318,HDFC Bank,ICICI Bank,Transaction on hold - contact bank
TXN623733,2024-11-26,08:16:15,Network Error,Connectivity issue during transaction,229.77,@user4375,@user1684,HDFC Bank,ICICI Bank,Transaction pending - retry later
TXN983548,2024-07-08,18:49:23,Insufficient Funds,Sender account balance is insufficient,538.02,@user9222,@user7331,ICICI Bank,Kotak Mahindra Bank,Transaction declined
TXN670315,2024-04-07,05:31:37,Daily Limit Reached,Sender has exceeded daily transaction limit,4589.82,@user9057,@user9879,HDFC Bank,State Bank of India,Transaction declined - reduce amount or try next day
TXN152336,2024-07-13,11:52:52,Daily Limit Reached,Sender has exceeded daily transaction limit,1100.04,@user7369,@user8780,Axis Bank,Axis Bank,Transaction declined - reduce amount or try next day
TXN405348,2024-04-18,06:39:32,Server Error,Technical issue on UPI server side,4756.69,@user1886,@user2971,ICICI Bank,ICICI Bank,Transaction on hold - contact bank
TXN880318,2024-07-01,19:06:56,Beneficiary Not Found,Receiver UPI ID is not registered,1733.23,@user4407,@user1201,Yes Bank,Bank of Baroda,Transaction failed
TXN376419,2024-04-04,23:28:20,Daily Limit Reached,Sender has exceeded daily transaction limit,3511.71,@user1662,@user6506,SBI,SBI,Transaction declined - reduce amount or try next day
TXN501364,2024-10-18,11:59:02,Invalid UPI ID,Entered incorrect receiver UPI ID,3441.66,@user1477,@user8547,HDFC Bank,Bank of Baroda,Transaction failed
TXN882578,2024-10-01,00:30:19,Invalid UPI ID,Entered incorrect receiver UPI ID,3899.48,@user3566,@user4728,Yes Bank,Yes Bank,Transaction failed
TXN498859,2024-05-28,18:09:29,Incorrect MPIN,Invalid MPIN entered by the sender,4119.9,@user9633,@user3826,State Bank of India,Yes Bank,Transaction failed - incorrect MPIN
TXN354660,2024-07-14,02:31:04,Transaction Timed Out,Transaction exceeded the time limit,4315.82,@user5300,@user7278,Bank of Baroda,Axis Bank,Transaction pending - retry later
TXN703368,2024-10-01,09:55:50,Daily Limit Reached,Sender has exceeded daily transaction limit,2122.78,@user8262,@user3228,State Bank of India,Yes Bank,Transaction declined - reduce amount or try next day
TXN187723,2024-08-27,10:57:25,Transaction Timed Out,Transaction exceeded the time limit,2618.96,@user7875,@user4270,Yes Bank,SBI,Transaction pending - retry later
TXN145314,2024-08-05,09:07:12,Daily Limit Reached,Sender has exceeded daily transaction limit,1506.53,@user5207,@user6627,HDFC Bank,SBI,Transaction declined - reduce amount or try next day
TXN533002,2024-01-16,15:21:20,Network Error,Connectivity issue during transaction,4527.64,@user3823,@user3904,HDFC Bank,SBI,Transaction pending - retry later
TXN484746,2024-11-06,14:30:39,Transaction Timed Out,Transaction exceeded the time limit,3798.1,@user6161,@user9605,SBI,State Bank of India,Transaction pending - retry later
TXN554369,2024-05-25,09:38:04,Daily Limit Reached,Sender has exceeded daily transaction limit,824.68,@user3208,@user4603,SBI,Bank of Baroda,Transaction declined - reduce amount or try next day
TXN771373,2024-06-28,16:28:25,Transaction Timed Out,Transaction exceeded the time limit,1931.37,@user2864,@user8316,Axis Bank,ICICI Bank,Transaction pending - retry later
TXN744620,2024-09-05,02:36:32,Daily Limit Reached,Sender has exceeded daily transaction limit,4736.5,@user8148,@user3107,ICICI Bank,Yes Bank,Transaction declined - reduce amount or try next day
TXN457179,2024-12-16,13:32:46,Daily Limit Reached,Sender has exceeded daily transaction limit,3404.43,@user4612,@user8329,Bank of Baroda,SBI,Transaction declined - reduce amount or try next day
TXN886225,2024-07-21,02:06:33,Server Error,Technical issue on UPI server side,3134.29,@user1115,@user6490,SBI,ICICI Bank,Transaction on hold - contact bank
TXN431192,2024-04-27,16:46:48,Server Error,Technical issue on UPI server side,1858.33,@user6173,@user4682,Kotak Mahindra Bank,Yes Bank,Transaction on hold - contact bank
TXN920849,2024-02-21,13:37:20,Invalid UPI ID,Entered incorrect receiver UPI ID,266.41,@user5115,@user1200,Axis Bank,Bank of Baroda,Transaction failed
TXN246560,2024-01-10,11:29:37,Beneficiary Not Found,Receiver UPI ID is not registered,2281.31,@user5672,@user9278,ICICI Bank,Yes Bank,Transaction failed
